action_taken,purchaser_type,loan_type,loan_purpose,lien_status,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,total_loan_costs,total_points_and_fees,origination_charges,discount_points,loan_term,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_race-1,co-applicant_race-1,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,aus-1,denial_reason-1,ltv_category,dti_category,loan_term_category
,0,1,4,2,65000.0,76.11,7.5,0.3,3375.45,0.0,874.75,300.0,300.0,165000,1,1,3,5,1,59.0,Missing,8,9,2.0,2.0,5.0,5.0,65-74,55-64,Yes,No,6,10,Low,Missing,Long
,0,1,31,1,25000.0,12.5,7.75,0.53,3375.45,0.0,874.75,300.0,300.0,165000,1,1,3,5,1,22.0,Missing,8,10,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,6,10,Low,Missing,Long
,0,1,2,2,25000.0,99.883,8.0,0.75,3375.45,0.0,874.75,300.0,300.0,155000,1,1,3,5,1,41.0,36.0,8,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,10,High,30-50,Long
,0,1,4,2,15000.0,68.131,15.0,3.0,0.0,0.0,0.0,0.0,300.0,135000,1,1,3,5,1,13.0,Missing,8,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,6,1,Low,Missing,Long
,0,1,2,1,55000.0,14.327,10.5,3.06,3375.45,0.0,874.75,300.0,300.0,345000,1,1,3,5,1,46.0,Missing,8,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,31,2,105000.0,67.078,7.5,0.3,3375.45,0.0,874.75,300.0,300.0,195000,1,1,3,5,1,96.0,Missing,8,9,2.0,2.0,5.0,5.0,65-74,55-64,Yes,No,6,10,Low,Missing,Long
,0,1,4,2,25000.0,99.874,9.0,1.56,3375.45,0.0,874.75,300.0,300.0,295000,1,1,3,5,1,62.0,45.0,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,10,High,30-50,Long
,0,1,2,2,15000.0,58.276,7.5,2.02,110.0,0.0,0.0,300.0,120.0,155000,1,1,3,5,1,84.0,Missing,8,9,2.0,2.0,5.0,5.0,<25,25-34,No,No,6,10,Low,Missing,Short
,0,1,1,1,385000.0,95.0,6.125,-0.085,3375.45,0.0,874.75,300.0,360.0,405000,1,1,3,5,1,165.0,49.0,1,9,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1,10,High,30-50,Long
,0,1,2,2,95000.0,84.569,7.5,0.34,3375.45,0.0,874.75,300.0,300.0,455000,1,1,3,5,1,96.0,41.0,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Medium,30-50,Long
,0,1,4,2,45000.0,,15.0,3.0,0.0,0.0,0.0,0.0,300.0,415000,1,1,3,5,1,97.0,39.0,8,9,2.0,1.0,5.0,5.0,45-54,35-44,No,No,6,1,High,30-50,Long
,0,1,2,2,25000.0,48.152,7.5,1.91,180.0,0.0,0.0,300.0,120.0,225000,1,1,3,5,1,168.0,Missing,8,9,2.0,1.0,5.0,5.0,55-64,55-64,No,No,6,10,Low,Missing,Short
,0,1,2,2,25000.0,44.02,7.5,0.34,3375.45,0.0,874.75,300.0,300.0,175000,1,1,3,5,1,49.0,Missing,8,9,2.0,2.0,5.0,5.0,65-74,65-74,Yes,Yes,6,10,Low,Missing,Long
,0,1,2,2,55000.0,84.972,7.5,-0.04,3375.45,0.0,874.75,300.0,300.0,255000,1,1,3,5,1,88.0,Missing,8,9,2.0,2.0,5.0,5.0,35-44,25-34,No,No,6,10,Medium,Missing,Long
,0,1,4,2,45000.0,74.89,8.25,2.74,110.0,0.0,0.0,300.0,120.0,195000,1,1,3,5,1,203.0,Missing,8,9,2.0,2.0,5.0,5.0,35-44,35-44,No,No,6,10,Low,Missing,Short
,0,1,2,2,15000.0,75.166,13.0,5.37,3375.45,0.0,874.75,300.0,300.0,95000,1,1,3,5,1,38.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,2,2,25000.0,65.255,6.75,0.61,110.0,0.0,0.0,300.0,60.0,245000,1,1,3,5,1,140.0,Missing,8,9,2.0,2.0,5.0,5.0,35-44,35-44,No,No,6,10,Low,Missing,Short
,0,1,31,2,55000.0,71.667,7.5,-0.01,3375.45,0.0,874.75,300.0,300.0,265000,1,1,3,5,1,152.0,Missing,8,9,2.0,2.0,1.0,1.0,25-34,35-44,No,No,6,10,Low,Missing,Long
,0,1,4,2,25000.0,52.303,10.5,3.32,3375.45,0.0,874.75,300.0,300.0,195000,1,1,3,5,1,110.0,Missing,9,8,2.0,2.0,5.0,5.0,35-44,45-54,No,No,6,10,Low,Missing,Long
,0,1,4,1,35000.0,16.216,15.0,3.0,0.0,0.0,0.0,0.0,120.0,185000,1,1,3,5,1,66.0,Missing,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,9,Low,Missing,Short
,0,1,4,2,35000.0,66.638,6.75,1.01,110.0,0.0,0.0,300.0,60.0,245000,1,1,3,5,1,180.0,Missing,8,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,10,Low,Missing,Short
,0,1,4,2,165000.0,99.992,15.0,3.0,0.0,0.0,0.0,0.0,300.0,305000,1,1,3,5,1,56.0,46.0,8,10,1.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,1,High,30-50,Long
,0,1,2,2,95000.0,84.837,7.5,-0.04,3375.45,0.0,874.75,300.0,300.0,155000,1,1,3,5,1,166.0,Missing,8,10,2.0,5.0,3.0,8.0,25-34,9999,No,No Co-Applicant,6,10,Medium,Missing,Long
,0,1,2,2,15000.0,77.671,15.0,3.0,0.0,0.0,0.0,0.0,300.0,105000,1,1,3,5,1,152.0,44.0,8,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,9,Low,30-50,Long
,0,1,2,1,35000.0,31.646,15.0,3.0,0.0,0.0,0.0,0.0,300.0,115000,1,1,3,5,1,64.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,3,Low,Missing,Long
,0,1,2,1,15000.0,10.093,7.5,0.37,3375.45,0.0,874.75,300.0,300.0,155000,1,1,3,5,1,45.0,Missing,8,10,2.0,5.0,5.0,8.0,55-64,9999,Yes,No Co-Applicant,6,10,Low,Missing,Long
,0,1,31,2,45000.0,76.715,7.5,0.06,3375.45,0.0,874.75,300.0,300.0,165000,1,1,3,5,1,42.0,45.0,8,10,1.0,5.0,4.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,30-50,Long
,0,1,2,2,25000.0,65.676,15.0,3.0,0.0,0.0,0.0,0.0,120.0,145000,1,1,3,5,1,18.0,Missing,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,1,Low,Missing,Short
,0,1,2,1,255000.0,73.529,15.0,3.0,0.0,0.0,0.0,0.0,300.0,345000,1,1,3,5,1,41.0,Missing,8,10,2.0,5.0,5.0,8.0,55-64,9999,Yes,No Co-Applicant,6,1,Low,Missing,Long
,0,1,2,1,65000.0,27.907,7.5,0.28,3375.45,0.0,874.75,300.0,300.0,215000,1,1,3,5,1,85.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,2,1,65000.0,25.974,15.0,3.0,0.0,0.0,0.0,0.0,300.0,235000,1,1,3,5,1,56.0,40.0,8,10,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,6,9,Low,30-50,Long
,0,1,31,2,55000.0,94.916,9.0,1.82,3375.45,0.0,874.75,300.0,300.0,265000,1,1,3,5,1,108.0,Missing,9,8,2.0,2.0,5.0,5.0,35-44,35-44,No,No,6,10,High,Missing,Long
,0,1,2,2,65000.0,89.608,6.25,-1.04,3375.45,0.0,874.75,300.0,300.0,475000,1,1,3,5,1,166.0,42.0,8,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,10,Medium,30-50,Long
,0,1,2,1,15000.0,16.667,15.0,3.0,0.0,0.0,0.0,0.0,360.0,95000,1,1,3,5,1,11.0,Missing,8,10,1.0,5.0,44.0,8.0,65-74,9999,Yes,No Co-Applicant,6,3,Low,Missing,Long
,0,1,2,2,25000.0,68.621,15.0,3.0,0.0,0.0,0.0,0.0,300.0,205000,1,1,3,5,1,34.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,1,Low,Missing,Long
,0,1,2,2,55000.0,69.465,9.0,1.49,3375.45,0.0,874.75,300.0,300.0,145000,1,1,3,5,1,61.0,39.0,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Low,30-50,Long
,0,1,4,2,75000.0,83.846,7.5,0.28,3375.45,0.0,874.75,300.0,300.0,285000,1,1,3,5,1,124.0,Missing,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,10,Medium,Missing,Long
,0,1,4,2,35000.0,94.604,9.0,1.78,3375.45,0.0,874.75,300.0,300.0,245000,1,1,3,5,1,59.0,41.0,9,8,2.0,2.0,5.0,5.0,35-44,35-44,No,No,6,10,High,30-50,Long
,0,1,31,2,45000.0,79.042,15.0,3.0,0.0,0.0,0.0,0.0,120.0,165000,1,1,3,5,1,41.0,Missing,8,9,2.0,2.0,5.0,5.0,25-34,25-34,No,No,6,1,Low,Missing,Short
,0,1,4,2,25000.0,76.452,15.0,3.0,0.0,0.0,0.0,0.0,360.0,315000,1,1,3,5,1,140.0,Missing,8,9,3.0,3.0,6.0,6.0,35-44,35-44,No,No,6,3,Low,Missing,Long
,0,1,4,2,35000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,425000,1,1,3,5,1,161.0,38.0,8,9,2.0,2.0,3.0,5.0,25-34,25-34,No,No,6,3,High,30-50,Long
,0,1,2,2,25000.0,92.357,9.25,1.71,3375.45,0.0,874.75,300.0,300.0,115000,1,1,3,5,1,55.0,45.0,8,10,3.0,5.0,6.0,8.0,35-44,9999,No,No Co-Applicant,6,10,High,30-50,Long
,0,1,2,2,75000.0,89.832,15.0,3.0,0.0,0.0,0.0,0.0,360.0,205000,1,1,3,5,1,44.0,Missing,8,9,2.0,2.0,3.0,5.0,25-34,25-34,No,No,6,7,Medium,Missing,Long
,0,1,4,2,85000.0,84.724,15.0,3.0,0.0,0.0,0.0,0.0,300.0,305000,1,1,3,5,1,120.0,Missing,8,9,2.0,2.0,5.0,5.0,35-44,35-44,No,No,6,3,Medium,Missing,Long
,0,1,4,2,75000.0,61.084,7.5,0.3,3375.45,0.0,874.75,300.0,300.0,325000,1,1,3,5,1,38.0,37.0,9,8,2.0,2.0,5.0,5.0,45-54,45-54,No,No,6,10,Low,30-50,Long
,0,1,4,2,95000.0,97.059,15.0,3.0,0.0,0.0,0.0,0.0,360.0,175000,1,1,3,5,1,127.0,Missing,9,8,3.0,3.0,6.0,6.0,35-44,45-54,No,No,6,4,High,Missing,Long
,0,1,2,2,45000.0,54.259,7.75,0.53,3375.45,0.0,874.75,300.0,300.0,225000,1,1,3,5,1,53.0,41.0,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,30-50,Long
,0,1,2,2,55000.0,84.953,13.0,5.87,3375.45,0.0,874.75,300.0,300.0,205000,1,1,3,5,1,64.0,40.0,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Medium,30-50,Long
,0,1,1,2,35000.0,89.19,9.0,3.34,110.0,0.0,0.0,300.0,180.0,165000,1,1,3,5,1,84.0,46.0,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Medium,30-50,Short
,0,1,2,1,45000.0,38.655,15.0,3.0,0.0,0.0,0.0,0.0,300.0,115000,1,1,3,5,1,40.0,38.0,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,3,Low,30-50,Long
,0,1,1,2,65000.0,45.797,7.5,0.06,3375.45,0.0,874.75,300.0,300.0,155000,1,1,3,5,1,92.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,4,2,45000.0,56.634,6.5,-0.78,3375.45,0.0,874.75,300.0,300.0,285000,1,1,3,5,1,65.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,4,2,35000.0,71.184,8.25,2.79,110.0,0.0,0.0,300.0,120.0,375000,1,1,3,5,1,116.0,46.0,9,8,2.0,2.0,5.0,5.0,55-64,55-64,No,Yes,6,10,Low,30-50,Short
,0,1,4,2,75000.0,80.286,7.5,0.06,3375.45,0.0,874.75,300.0,300.0,435000,1,1,3,5,1,144.0,Missing,9,8,3.0,3.0,6.0,6.0,35-44,35-44,No,No,6,10,Medium,Missing,Long
,0,1,4,2,25000.0,75.904,15.0,3.0,0.0,0.0,0.0,0.0,60.0,315000,1,1,3,5,1,102.0,Missing,8,10,2.0,5.0,3.0,8.0,35-44,9999,No,No Co-Applicant,6,3,Low,Missing,Short
,0,1,2,2,65000.0,27.907,7.5,0.22,3375.45,0.0,874.75,300.0,300.0,215000,1,1,3,5,1,85.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,2,2,15000.0,47.315,15.0,3.0,0.0,0.0,0.0,0.0,120.0,205000,1,1,3,5,1,85.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,7,Low,Missing,Short
,0,1,4,2,55000.0,94.151,15.0,3.0,0.0,0.0,0.0,0.0,120.0,235000,1,1,3,5,1,95.0,Missing,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,9,High,Missing,Short
,0,1,4,2,85000.0,64.709,15.0,3.0,0.0,0.0,0.0,0.0,120.0,325000,1,1,3,5,1,74.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,7,Low,Missing,Short
,0,1,2,1,165000.0,71.111,15.0,3.0,0.0,0.0,0.0,0.0,300.0,225000,1,1,3,5,1,148.0,Missing,8,9,2.0,2.0,5.0,5.0,35-44,35-44,No,No,6,7,Low,Missing,Long
,0,1,2,2,25000.0,96.833,15.0,3.0,0.0,0.0,0.0,0.0,180.0,225000,1,1,3,5,1,61.0,49.0,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,4,High,30-50,Short
,0,1,2,1,125000.0,72.727,15.0,3.0,0.0,0.0,0.0,0.0,300.0,165000,1,1,3,5,1,1.0,Missing,8,10,2.0,5.0,3.0,8.0,55-64,9999,No,No Co-Applicant,6,1,Low,Missing,Long
,0,1,2,2,25000.0,77.528,7.5,2.15,110.0,0.0,0.0,300.0,120.0,365000,1,1,3,5,1,150.0,Missing,9,8,2.0,2.0,5.0,5.0,35-44,25-34,No,No,6,10,Low,Missing,Short
,0,1,4,2,25000.0,82.336,7.75,1.96,110.0,0.0,0.0,300.0,180.0,195000,1,1,3,5,1,70.0,43.0,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Medium,30-50,Short
,0,1,2,2,25000.0,99.95,9.25,2.03,3375.45,0.0,874.75,300.0,300.0,165000,1,1,3,5,1,77.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,High,Missing,Long
,0,1,31,2,35000.0,87.649,15.0,3.0,0.0,0.0,0.0,0.0,300.0,155000,1,1,3,5,1,169.0,39.0,9,8,2.0,2.0,3.0,3.0,45-54,45-54,No,No,6,3,Medium,30-50,Long
,0,1,2,2,105000.0,,15.0,3.0,0.0,0.0,0.0,0.0,360.0,45000,1,1,3,5,2,35.0,37.0,8,10,2.0,5.0,5.0,8.0,<25,9999,No,No Co-Applicant,6,4,High,30-50,Long
,0,1,2,1,65000.0,75.0,15.0,3.0,0.0,0.0,0.0,0.0,120.0,85000,1,1,3,5,1,45.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,9,Low,Missing,Short
,0,1,2,1,105000.0,41.667,15.0,3.0,0.0,0.0,0.0,0.0,300.0,245000,1,1,3,5,1,34.0,Missing,8,10,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,6,3,Low,Missing,Long
,0,1,1,1,125000.0,95.0,6.75,0.798,3375.45,0.0,874.75,300.0,360.0,135000,1,1,3,5,1,56.0,48.0,1,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,30-50,Long
,0,1,2,2,25000.0,32.468,15.0,3.0,0.0,0.0,0.0,0.0,300.0,75000,1,1,3,5,1,151.0,Missing,9,8,2.0,3.0,5.0,6.0,45-54,35-44,No,No,6,3,Low,Missing,Long
,0,1,31,2,115000.0,75.51,8.9,3.49,110.0,0.0,0.0,300.0,120.0,285000,1,1,3,5,1,150.0,Missing,8,10,3.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Low,Missing,Short
,0,1,4,2,75000.0,65.579,9.0,1.46,3375.45,0.0,874.75,300.0,300.0,705000,1,1,3,5,1,163.0,41.0,8,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,10,Low,30-50,Long
,0,1,4,2,35000.0,84.981,10.5,3.06,3375.45,0.0,874.75,300.0,300.0,255000,1,1,3,5,1,89.0,Missing,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,10,Medium,Missing,Long
,0,1,2,2,35000.0,65.233,7.5,0.3,3375.45,0.0,874.75,300.0,300.0,195000,1,1,3,5,1,82.0,42.0,9,8,2.0,2.0,3.0,5.0,55-64,55-64,No,No,6,10,Low,30-50,Long
,0,1,2,2,25000.0,42.195,15.0,3.0,0.0,0.0,0.0,0.0,360.0,295000,1,1,3,5,1,89.0,43.0,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,9,Low,30-50,Long
,0,1,31,2,45000.0,65.637,7.5,2.04,110.0,0.0,0.0,300.0,120.0,225000,1,1,3,5,1,92.0,Missing,8,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,6,10,Low,Missing,Short
,0,1,2,2,15000.0,84.961,7.5,0.827,3375.45,0.0,874.75,300.0,300.0,205000,1,1,3,5,1,69.0,Missing,8,10,2.0,5.0,2.0,8.0,55-64,9999,Yes,No Co-Applicant,6,10,Medium,Missing,Long
,0,1,2,1,25000.0,19.231,7.5,0.28,3375.45,0.0,874.75,300.0,300.0,135000,1,1,3,5,1,73.0,Missing,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,31,1,205000.0,83.265,15.0,3.0,0.0,0.0,0.0,0.0,300.0,245000,1,1,3,5,1,106.0,Missing,8,9,2.0,2.0,5.0,5.0,55-64,55-64,No,No,6,3,Medium,Missing,Long
,0,1,4,2,5000.0,38.929,15.0,3.0,0.0,0.0,0.0,0.0,60.0,145000,1,1,3,5,1,696.0,Missing,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,4,Low,Missing,Short
,0,1,2,2,45000.0,10.233,15.0,3.0,0.0,0.0,0.0,0.0,120.0,435000,1,1,3,5,1,780.0,Missing,8,10,2.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,6,9,Low,Missing,Short
,0,1,4,2,55000.0,59.26,9.0,1.56,3375.45,0.0,874.75,300.0,300.0,165000,1,1,3,5,1,69.0,Missing,8,10,2.0,5.0,3.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,2,1,55000.0,15.873,7.5,-0.13,3375.45,0.0,874.75,300.0,300.0,315000,1,1,3,5,1,64.0,Missing,9,8,2.0,2.0,5.0,5.0,65-74,55-64,Yes,No,6,10,Low,Missing,Long
,0,1,2,2,45000.0,81.234,7.5,1.79,110.0,0.0,0.0,300.0,120.0,155000,1,1,3,5,1,75.0,39.0,9,8,2.0,2.0,5.0,5.0,65-74,55-64,Yes,Yes,6,10,Medium,30-50,Short
,0,1,2,2,85000.0,68.426,7.75,0.39,3375.45,0.0,874.75,300.0,300.0,285000,1,1,3,5,1,118.0,Missing,9,8,2.0,2.0,5.0,5.0,35-44,25-34,No,No,6,10,Low,Missing,Long
,0,1,2,2,105000.0,75.69,9.0,1.78,3375.45,0.0,874.75,300.0,300.0,225000,1,1,3,5,1,123.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,4,2,105000.0,70.743,7.5,0.32,3375.45,0.0,874.75,300.0,300.0,395000,1,1,3,5,1,217.0,Missing,9,8,2.0,2.0,5.0,5.0,35-44,35-44,No,No,6,10,Low,Missing,Long
,0,1,2,2,35000.0,94.501,9.0,1.78,3375.45,0.0,874.75,300.0,300.0,175000,1,1,3,5,1,107.0,Missing,9,8,2.0,2.0,5.0,3.0,35-44,35-44,No,No,6,10,High,Missing,Long
,0,1,4,2,175000.0,86.268,15.0,3.0,0.0,0.0,0.0,0.0,300.0,285000,1,1,3,5,1,17.0,Missing,8,10,2.0,5.0,3.0,8.0,25-34,9999,No,No Co-Applicant,6,1,Medium,Missing,Long
,0,1,2,2,55000.0,75.056,7.75,1.96,110.0,0.0,0.0,300.0,180.0,205000,1,1,3,5,1,73.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Low,Missing,Short
,0,1,2,2,45000.0,67.756,7.5,2.09,110.0,0.0,0.0,300.0,120.0,335000,1,1,3,5,1,121.0,41.0,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,30-50,Short
,0,1,1,2,205000.0,71.176,7.5,0.3,3375.45,0.0,874.75,300.0,300.0,555000,1,1,3,5,1,139.0,Missing,8,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,10,Low,Missing,Long
,0,1,31,2,125000.0,76.76,7.5,-0.04,3375.45,0.0,874.75,300.0,300.0,415000,1,1,3,5,1,157.0,38.0,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Low,30-50,Long
,0,1,4,2,65000.0,85.667,15.0,3.0,0.0,0.0,0.0,0.0,120.0,305000,1,1,3,5,1,29.0,Missing,8,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,4,Medium,Missing,Short
,0,1,2,2,65000.0,77.71,7.75,2.48,110.0,0.0,0.0,300.0,180.0,175000,1,1,3,5,1,151.0,Missing,8,9,2.0,2.0,5.0,5.0,45-54,45-54,No,No,6,10,Low,Missing,Short
,0,1,1,1,85000.0,57.143,15.0,3.0,0.0,0.0,0.0,0.0,360.0,145000,1,2,3,5,1,94.0,Missing,8,10,3.0,5.0,6.0,8.0,55-64,9999,No,No Co-Applicant,6,7,Low,Missing,Long
,0,1,2,1,55000.0,47.474,9.0,1.56,3375.45,0.0,874.75,300.0,300.0,285000,1,1,3,5,1,43.0,43.0,9,8,2.0,2.0,5.0,5.0,>74,65-74,Yes,Yes,6,10,Low,30-50,Long
,0,1,2,2,45000.0,14.271,6.75,1.2,646.0,0.0,0.0,300.0,60.0,665000,1,1,3,5,1,146.0,Missing,8,9,2.0,2.0,5.0,5.0,55-64,55-64,No,No,6,10,Low,Missing,Short
,0,1,2,2,45000.0,84.589,7.75,0.59,3375.45,0.0,874.75,300.0,300.0,135000,1,1,3,5,1,83.0,Missing,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,Medium,Missing,Long
,0,1,4,2,55000.0,83.711,15.0,3.0,0.0,0.0,0.0,0.0,300.0,605000,1,1,3,5,1,179.0,Missing,8,9,2.0,2.0,3.0,3.0,35-44,35-44,No,No,6,3,Medium,Missing,Long
,0,1,4,2,75000.0,85.667,15.0,3.0,0.0,0.0,0.0,0.0,300.0,305000,1,1,3,5,1,142.0,36.0,8,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,9,Medium,30-50,Long
,0,1,31,2,45000.0,96.688,9.25,1.81,3375.45,0.0,874.75,300.0,300.0,285000,1,1,3,5,1,96.0,37.0,8,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,6,10,High,30-50,Long
,0,1,4,2,25000.0,84.891,10.5,3.29,3375.45,0.0,874.75,300.0,300.0,325000,1,1,3,5,1,137.0,Missing,9,8,2.0,2.0,5.0,5.0,25-34,25-34,No,No,6,10,Medium,Missing,Long
,0,1,4,2,35000.0,80.966,10.5,3.32,3375.45,0.0,874.75,300.0,300.0,205000,1,1,3,5,1,88.0,Missing,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,10,Medium,Missing,Long
,0,1,2,2,55000.0,59.114,7.5,0.28,3375.45,0.0,874.75,300.0,300.0,465000,1,1,3,5,1,94.0,38.0,8,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,6,10,Low,30-50,Long
,0,1,4,2,65000.0,80.045,9.0,1.8,3375.45,0.0,874.75,300.0,300.0,225000,1,1,3,5,1,108.0,Missing,9,8,2.0,2.0,5.0,5.0,35-44,35-44,No,No,6,10,Medium,Missing,Long
,0,1,4,2,65000.0,,15.0,3.0,0.0,0.0,0.0,0.0,180.0,285000,1,1,3,5,1,79.0,Missing,8,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,1,High,Missing,Short
,0,1,1,2,15000.0,20.0,15.0,3.0,0.0,0.0,0.0,0.0,360.0,55000,1,1,3,5,1,11.0,38.0,8,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,6,3,Low,30-50,Long
,0,1,4,2,105000.0,82.602,15.0,3.0,0.0,0.0,0.0,0.0,300.0,575000,1,1,3,5,1,128.0,42.0,9,8,1.0,2.0,5.0,5.0,35-44,25-34,No,No,6,1,Medium,30-50,Long
,0,1,1,2,25000.0,91.304,9.0,1.56,3375.45,0.0,874.75,300.0,300.0,205000,1,1,3,5,1,75.0,Missing,8,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,6,10,High,Missing,Long
,0,1,2,2,55000.0,61.814,15.0,3.0,0.0,0.0,0.0,0.0,300.0,405000,1,1,3,5,1,36.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,3,Low,Missing,Long
,0,1,1,1,215000.0,85.0,15.0,3.0,0.0,0.0,0.0,0.0,300.0,255000,1,1,3,5,1,87.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,3,Medium,Missing,Long
,0,1,2,2,155000.0,87.076,9.0,1.46,3375.45,0.0,874.75,300.0,300.0,715000,1,1,3,5,1,405.0,43.0,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,10,Medium,30-50,Long
,0,1,2,1,55000.0,38.76,7.75,0.55,3375.45,0.0,874.75,300.0,300.0,125000,1,1,3,5,1,73.0,Missing,8,10,2.0,5.0,5.0,8.0,55-64,9999,Yes,No Co-Applicant,6,10,Low,Missing,Long
,0,1,2,2,55000.0,14.065,15.0,3.0,0.0,0.0,0.0,0.0,360.0,355000,1,1,3,5,1,254.0,Missing,8,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,6,7,Low,Missing,Long
